Batch,Subject,Test_Nr,Novel_pig,PVC_Nr,Sow,NPT_back_dur,NPT_back_freq,NPT_climbing_freq,NPT_facing_back_dur,NPT_facing_back_freq,NPT_facing_fence_dur,NPT_facing_fence_freq,NPT_front_dur,NPT_front_freq,NPT_latency_back_dur,NPT_latency_front_dur,NPT_latency_middle_dur,NPT_middle_dur,NPT_middle_freq,NPT_sudden_display_dur,NPT_sudden_display_freq,NPT_tail_wagging_freq,NPT_turn_back_freq,NPT_walking_by_fence_dur,NPT_walking_by_fence_freq,NPT_NP_back_dur,NPT_NP_back_freq,NPT_NP_climbing_freq,NPT_NP_facing_back_dur,NPT_NP_facing_back_freq,NPT_NP_facing_fence_dur,NPT_NP_facing_fence_freq,NPT_NP_front_dur,NPT_NP_front_freq,NPT_NP_latency_nose-nose_dur,NPT_NP_middle_dur,NPT_NP_middle_freq,NPT_NP_nose-nose_freq,NPT_NP_pig_not_visible_dur,NPT_NP_pig_not_visible_freq,NPT_NP_sudden_display_dur,NPT_NP_sudden_display_freq,NPT_NP_tail_wagging_freq,NPT_NP_walking_by_fence_dur,NPT_NP_walking_by_fence_freq,NPT_Sback_NPback_freq,NPT_Sback_NPback_dur,NPT_Sfront_NPback_freq,NPT_Sfront_NPback_dur,NPT_Smiddle_NPback_freq,NPT_Smiddle_NPback_dur,NPT_Smiddle_NPfront_freq,NPT_Smiddle_NPfront_dur,NPT_Sfront_NPfront_freq,NPT_Sfront_NPfront_dur,NPT_Sfaceback_NPfaceback_freq,NPT_Sfaceback_NPfaceback_dur,NPT_Sfaceback_NPfacefence_freq,NPT_Sfaceback_NPfacefence_dur,NPT_Sfacefence_NPfacefence_freq,NPT_Sfacefence_NPfacefence_dur,NPT_Swalkfence_NPwalkfence_freq,NPT_Swalkfence_NPwalkfence_dur,NPT_Swalkfence_NPnotwalkfence_dur,NPT_Snotwalkfence_NPwalkfence_dur
5,5,2,9104,8803,783,0,0,0,58.604,5,166.382,9,212.125,5,270,0,149.881,57.866,5,0,0,0,2,44.997,4,158.623,3,0,94.366,7,164.617,8,111.372,3,0,0,0,7,7.5,1,0,0,0,3.501,1,0,0,5,137.872,4,20.745,2,37.12,4,74.249,4,16.11,5,34.992,9,113.114,0,0,44.997,3.501
5,6,1,9128,9027,795,0,0,0,0,0,115.985,11,270,1,270,0,270,0,0,0,0,3,0,153.995,10,197.99,4,0,79.744,10,132.236,10,72.002,5,0,0,0,8,49.748,8,0,0,1,0,0,0,0,4,197.99,0,0,0,0,5,72.002,0,0,0,0,10,73.98,0,0,153.995,0
5,6,2,9199,9027,795,0,0,0,0,0,172.092,14,270,1,270,0,270,0,0,0,0,0,0,97.882,13,126.963,4,0,50.717,4,216.777,4,143.03,4,0,0,0,15,2.498,1,0,0,0,0,0,0,0,4,126.963,0,0,0,0,4,143.03,0,0,0,0,12,154.37,0,0,97.882,0
5,7,1,9030,9110,797,0,0,0,43.239,3,226.755,4,211.747,3,270,3.122,144.127,58.247,4,0,0,2,5,0,0,93.622,7,0,64.86,12,179.868,13,176.365,7,23.623,0,0,20,19.247,2,0,0,0,5.998,1,0,0,6,73.749,3,19.871,4,38.373,7,137.988,3,8.491,4,24.743,13,155.121,0,0,0,5.998
5,7,2,9087,9110,797,0,0,0,41.242,7,228.744,8,244.245,4,270,0,205.918,25.749,3,0,0,0,0,0,0,125.994,8,0,83.733,10,168.743,10,143.99,9,0,0,0,24,17.502,3,0,0,0,0,0,0,0,9,113.74,4,12.249,2,13.497,8,130.492,4,12.732,4,24.754,12,143.983,0,0,0,0
5,8,1,9070,9238,797,62.994,5,0,137.339,10,122.14,11,78.771,3,85.402,0,65.401,128.22,8,0,0,0,7,10.5,1,186.844,7,0,62.241,13,126.487,10,83.143,7,0,0,0,6,81.243,7,0,0,4,0,0,6,47.994,3,49.121,11,89.716,5,38.496,1,29.649,13,35.736,9,56.091,8,70.389,0,0,10.5,0
5,8,2,9176,9238,797,24.095,2,0,99.453,7,170.534,7,173.547,5,199.038,0,67.289,72.346,6,0,0,0,1,0,0,169.483,6,0,113.755,9,122.482,9,100.505,7,0,0,0,13,33.742,4,0,0,1,0,0,2,6.245,8,97.999,6,65.229,2,7.115,5,75.54,8,37.498,4,35.197,7,87.283,0,0,0,0
5,9,1,9116,9069,801,0,0,0,67.495,8,168.932,15,210.058,5,270,0,144.041,59.934,4,2.046,2,38,6,31.498,5,203.466,1,0,16.997,2,229.501,3,66.533,1,0,0,0,8,23.497,1,0,0,0,0,0,0,0,5,143.524,4,59.934,0,0,1,66.533,0,0,7,63.491,14,148.94,0,0,31.498,0
5,9,2,9104,9069,801,0,0,0,38.001,7,212.484,12,242.484,5,270,0,88.113,27.508,4,2.99,2,17,2,16.501,4,186.378,3,0,185.89,3,84.105,3,83.617,3,0,0,0,2,0,0,0,0,0,0,0,0,0,6,167.36,4,19.011,1,8.496,3,75.12,6,33.004,2,4.996,5,72.609,0,0,16.501,0
5,10,NA,NA,9172,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,11,1,9030,9095,801,0,0,0,5.056,2,241.186,5,267.249,2,270,0,241.813,2.749,1,0,0,5,0,23.749,3,60.999,3,0,71.997,3,182.494,4,208.995,4,2.06,0,0,41,15.506,1,0,0,0,0,0,0,0,4,58.248,1,2.749,0,0,4,208.995,0,0,2,5.056,5,177.435,0,0,23.749,0
5,11,2,9087,9095,801,0,0,0,7.005,3,239.971,9,264.999,2,270,0,256.917,4.999,1,0,0,0,0,23.008,5,117.505,9,0,47.989,10,214.735,10,152.477,10,0,0,0,19,4.009,2,0,0,0,0,0,0,0,9,113.746,1,3.758,1,1.24,10,151.236,2,3.999,2,3.005,12,201.977,0,0,23.008,0
5,12,1,9070,9080,800,0.456,1,0,8.496,3,238.24,8,258.508,2,270,4.202,239.961,11.031,3,0,0,0,1,23.25,4,131.983,7,0,111.999,9,128.727,10,138.005,6,7.279,0,0,21,29.253,3,0,0,0,0,0,1,0.456,7,120.99,3,10.533,1,0.497,6,137.507,1,4.496,1,1.501,11,125.474,0,0,23.25,0
5,12,2,9176,9080,800,0,0,0,7.006,2,221.979,11,268.001,2,270,0,216.523,1.997,1,6.501,3,1,0,34.493,6,74.973,6,0,51.731,6,183.007,8,195.016,6,0,0,0,17,16.999,1,0,0,0,18.247,2,0,0,7,72.974,1,1.997,0,0,6,195.016,2,7.006,0,0,11,160.25,1,8.494,25.999,9.753
5,13,1,9116,9130,795,0,0,0,17.546,2,216.936,8,244.751,2,270,0,229.175,25.247,1,0,0,5,1,35.504,5,108.095,4,0,26.5,3,221.394,4,161.899,3,9.423,0,0,20,22.099,1,0,0,0,0,0,0,0,5,82.846,1,25.247,0,0,3,161.899,0,0,2,17.546,8,190.588,0,0,35.504,0
5,13,2,9104,9130,795,0,0,1,8.506,3,233.189,11,262.011,3,270,0,84.899,7.985,2,4.292,3,0,1,23.993,4,140.764,6,0,104.494,6,131.476,10,129.224,7,0,0,0,10,27.007,4,0,0,0,7.003,1,0,0,8,132.775,2,7.985,0,0,7,129.224,2,3.507,2,4.998,12,121.726,0,0,23.993,7.003
5,14,1,9128,7848,766,5.855,1,0,0,0,128.849,11,260.643,1,270,9.356,270,3.5,1,0,0,0,0,141.13,11,151.128,3,0,53.186,5,184.308,5,118.867,3,18.604,0,0,10,32.495,2,0,0,0,0,0,0,0,3,151.128,0,0,1,3.5,3,109.51,0,0,0,0,8,114.603,0,0,141.13,0
5,14,2,9087,7848,766,0,0,0,9.622,2,182.864,10,266.876,1,270,0,266.876,3.123,1,0,0,1,1,77.495,8,24.755,4,0,12.996,5,247.995,8,245.237,5,0,0,0,29,0,0,0,0,0,8.995,2,0,0,4,24.755,0,0,1,3.123,5,242.113,0,0,2,9.622,14,171.365,1,3.996,73.499,4.999
5,15,1,9030,9036,793,3.267,1,0,37.263,5,172.21,9,245.229,3,270,0,186.523,20.999,3,1.751,1,3,0,58.757,5,58.501,3,0,29.277,4,190.736,8,211.493,4,7.769,0,0,16,6,1,0,0,0,43.97,5,0,0,4,46.501,1,11.499,2,9.5,5,198.722,2,5.02,5,25.741,12,125.725,1,9.251,49.506,34.719
5,15,2,9199,9036,793,0,0,0,34.484,6,214,10,240.247,4,270,0,122.745,29.746,4,0,0,0,1,21.497,4,27.701,3,0,34.73,4,235.263,4,242.294,3,0,0,0,25,0,0,0,0,2,0,0,0,0,3,19.955,1,7.745,3,22.001,6,220.287,1,8.001,5,26.483,13,187.265,0,0,21.497,0
5,16,1,9116,9043,757,0,0,0,1.498,1,214.498,8,270,1,270,0,270,0,0,0.498,1,8,0,53.492,5,159.481,6,0,116.504,8,115.986,9,110.507,7,0,0,0,19,37.49,4,0,0,0,0,0,0,0,6,159.481,0,0,0,0,7,110.507,1,1.498,0,0,10,99.983,0,0,53.492,0
5,16,2,9176,9043,757,0,0,0,5.641,2,264.356,2,270,1,270,0,270,0,0,0,0,1,0,0,0,72.737,4,0,45.496,6,222.492,7,197.255,5,0,0,0,15,1.999,1,0,0,0,0,0,0,0,4,72.737,0,0,0,0,5,197.255,1,3.748,1,1.893,7,220.598,0,0,0,0
5,17,1,9128,7773,757,0,0,0,1.498,1,180.491,8,269.002,1,270,0,269.202,0.797,1,0,0,4,0,87.996,7,76.743,1,0,23.996,1,192.003,1,193.256,1,1.001,0,0,30,53.999,1,0,0,0,0,0,0,0,1,75.745,1,0.797,0,0,1,193.256,0,0,0,0,6,136.497,0,0,87.996,0
5,17,2,9199,7773,757,37.555,3,0,56.05,4,213.943,4,195.932,2,204.443,0,187.942,36.505,4,0,0,0,4,0,0,141.746,3,0,126.242,6,127.49,6,128.248,4,0,0,0,4,11.001,3,0,0,0,5.252,1,1,0.497,3,121.496,2,19.75,3,16.754,3,74.432,1,15.751,4,36.3,7,91.185,0,0,0,5.252
5,18,NA,NA,9112,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,1,8556,9233,808,0,0,12,25.251,2,194.143,11,244.996,3,270,0,197.594,25,2,0,0,0,0,50.586,8,168.984,6,0,51.009,6,132.971,9,101.004,7,0,0,0,13,77.999,5,0,0,0,8.001,1,0,0,6,152.988,2,15.994,2,9.004,7,91.998,1,1.749,2,5.494,10,100.975,0,0,50.586,8.001
6,1,2,8629,9233,808,0,0,1,21.365,7,144.109,14,254.504,6,270,0,161.632,15.486,5,0,0,0,0,100.497,7,84.359,5,1,33.505,5,92.713,11,185.632,5,0,0,0,37,54.496,2,0,0,0,89.264,5,0,0,9,70.113,5,14.237,1,1.248,5,184.383,1,2.252,3,2.109,11,81.354,5,84.244,16.253,5.02
6,2,1,8579,8548,804,0,0,0,35.497,3,133.743,13,227.242,4,270,0,2.561,42.752,3,0,0,0,3,100.736,9,134,6,0,59.238,9,134.235,13,135.988,7,28.816,0,0,18,42.004,4,0,0,0,34.494,4,0,0,5,130.243,2,3.756,4,38.993,8,96.99,2,4.252,4,17.737,11,89.255,2,15.245,85.491,19.249
6,2,2,9032,8548,804,0,0,0,56.965,11,175.774,16,194.23,9,270,0,74.523,75.754,8,1.253,1,0,2,35.975,6,106.212,13,0,42.712,13,129.257,19,163.763,13,0,0,0,20,57.993,4,0,0,0,39.995,8,0,0,13,63.958,6,42.248,8,33.5,15,130.253,5,5.723,9,23.988,18,98.514,4,19.986,15.989,20.009
6,3,1,8632,8572,804,0,0,0,0,0,165.209,13,270,1,270,0,270,0,0,0,0,0,0,104.767,12,70.987,7,0,57.99,12,207.985,13,198.999,8,0.238,0,0,11,3.999,2,0,0,0,0,0,0,0,7,70.987,0,0,0,0,8,198.999,0,0,0,0,19,123.445,0,0,104.767,0
6,3,2,8522,8572,804,0,0,0,12.995,2,210.251,10,265.246,2,270,0,143.748,4.752,1,0,0,5,0,46.736,7,143.999,9,1,49.254,12,180.463,14,118.231,9,0,0,0,23,33.255,5,0,0,0,12.493,2,0,0,9,143.999,0,0,1,4.752,10,113.477,0,0,2,12.995,16,137.735,1,6.747,39.989,5.746
6,4,1,8595,8653,728,0,0,0,26.992,2,243.005,2,247.75,1,270,0,247.75,22.249,1,0,0,0,1,0,0,61.012,4,0,29.259,6,191.738,6,208.98,5,34.005,0,0,24,27.742,4,0,0,0,21.245,1,0,0,4,61.012,0,0,1,22.249,5,186.73,0,0,2,5.746,7,185.989,0,0,0,21.245
6,4,2,8824,8653,728,0,0,0,55.975,3,214.02,3,233.12,2,270,0,172.775,36.877,2,0,0,0,3,0,0,115.25,8,0,55.502,9,190.735,9,154.734,9,0,0,0,27,23.743,3,0,0,0,0,0,0,0,7,92.095,2,23.154,3,13.72,8,141.012,3,18.251,4,28.97,8,161.762,0,0,0,0
6,5,1,8556,9166,810,0,0,0,5.997,2,191.259,11,251.004,2,270,6.5,190.251,18.993,2,0,0,0,0,72.724,8,232.254,3,0,118.241,6,62.249,3,37.741,3,10.748,0,0,4,89.497,5,0,0,0,0,0,0,0,4,219.759,1,12.493,1,6.5,3,31.24,2,4.496,0,0,4,53.999,0,0,72.724,0
6,5,2,8629,9166,810,0,0,0,0,0,191.72,11,270,1,270,0,270,0,0,0,0,2,0,78.26,10,184.188,5,3,31.483,8,120.812,10,85.803,5,0,0,0,17,117.683,5,0,0,0,0,0,0,0,5,184.188,0,0,0,0,5,85.803,0,0,0,0,11,106.795,0,0,78.26,0
6,6,1,8579,8971,806,0,0,20,0,0,180.239,10,270,1,270,0,270,0,0,0,0,0,0,89.743,9,182.495,6,0,107.999,10,117.25,9,87.495,5,47.754,0,0,12,44.729,4,0,0,0,0,0,0,0,6,182.495,0,0,0,0,5,87.495,0,0,0,0,10,97.493,0,0,89.743,0
6,6,2,9032,8971,806,0,0,1,13.219,2,164.521,7,263.975,1,270,0,263.975,6.024,1,0,0,0,1,92.247,5,175.004,4,0,34.77,4,102.997,4,94.99,3,68.23,0,0,19,132.221,5,0,0,0,0,0,0,0,4,168.979,1,6.024,0,0,3,94.99,1,7.018,0,0,5,94.246,0,0,92.247,0
6,7,NA,NA,8564,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,1,8595,8672,813,0,0,0,10.497,2,235.992,6,256.508,3,270,0,176.504,13.488,2,0,0,0,0,23.501,3,206.248,4,0,44.999,10,108.242,9,63.745,4,0,0,0,12,116.736,5,0,0,0,0,0,0,0,6,192.756,2,13.488,0,0,4,63.745,0,0,0,0,8,104.248,0,0,23.501,0
6,8,2,8824,8672,813,0,0,0,25.747,3,210.734,10,240.498,3,270,0,177.044,25.752,2,3.755,2,1,0,26.997,6,193.493,4,0,99.493,8,139.245,10,76.499,5,2.295,0,0,13,31.241,4,0,0,0,0,0,0,0,5,185.242,2,8.248,1,17.503,5,55.249,2,2.751,2,19.996,10,109.493,0,0,26.997,0
6,9,1,8556,8530,775,0,0,2,0,0,131.244,13,265.552,1,270,4.447,270,4.447,1,0,0,0,0,138.732,12,209.547,4,0,44.733,7,56.001,6,60.446,4,27.196,0,0,3,169.251,3,0,0,0,0,0,0,0,4,209.547,0,0,1,4.447,4,55.998,0,0,0,0,4,47.256,0,0,138.732,0
6,9,2,8629,8530,775,0,0,3,1.417,1,198.55,10,270,1,270,0,270,0,0,0,0,0,0,63.266,9,92.256,4,0,59.495,4,173.988,5,177.737,4,44.012,0,0,22,36.508,1,0,0,1,0,0,0,0,4,92.256,0,0,0,0,4,177.737,0,0,1,1.417,8,157.558,0,0,63.266,0
6,10,1,8579,9100,772,0,0,4,0,0,254.49,4,270,1,270,0,270,0,0,0,0,2,0,15.504,3,107.714,4,0,91.247,7,128.493,7,162.279,4,0,0,0,8,50.245,2,0,0,0,0,0,0,0,4,107.714,0,0,0,0,4,162.279,0,0,0,0,7,122.991,0,0,15.504,0
6,10,2,9032,9100,772,0,0,3,0,0,251.984,4,270,1,270,0,270,0,0,0,0,0,0,18.009,4,101.506,5,0,43.736,4,174.489,5,168.485,5,0,0,0,20,51.763,4,0,0,0,0,0,0,0,5,101.506,0,0,0,0,5,168.485,0,0,0,0,6,168.992,0,0,18.009,0
6,11,1,8632,8623,775,14.255,1,0,52.837,4,191.9,7,163.503,2,218.912,1.163,150.417,92.236,4,0,0,25,2,25.25,3,127.068,6,0,143.471,9,99.177,10,142.921,6,4.164,0,0,5,16.329,3,0,0,1,11,2,2,4.501,4,68.488,4,54.075,3,38.158,4,95.009,4,36.494,3,15.757,10,83.166,0,0,25.25,11
6,11,2,8522,8623,775,68.815,8,0,103.041,9,166.942,9,111.682,5,46.183,0,39.183,89.479,12,0,0,3,1,0,0,66.99,5,10,27.243,8,185.489,13,203,6,0,0,0,5,29.484,5,0,0,0,27.754,5,3,13.246,4,37.744,5,15.993,10,73.483,6,73.933,1,1.501,10,67.809,15,117.668,0,0,0,27.754
6,12,1,8595,8515,772,34.241,2,0,70.13,7,181.105,7,190.357,4,67.608,0,60.36,33.141,6,0,0,2,2,0,0,135.244,9,0,91.496,10,144.598,11,134.74,8,2.357,0,0,12,25.39,2,0,0,0,8.493,1,1,16.748,9,96.602,5,19.388,3,13.751,6,93.744,4,28.748,5,27.243,12,99.348,0,0,0,8.493
6,12,2,8824,8515,772,74.747,5,0,105.465,10,164.516,10,129.085,6,13.64,0,8.637,66.148,10,0,0,7,0,0,0,19.745,2,0,5.109,1,258.141,2,250.253,1,24.637,0,0,11,0,0,0,0,0,6.747,1,1,2.499,2,10.992,2,6.251,9,59.896,4,118.093,0,0,10,102.965,9,155.159,0,0,0,6.747
6,13,1,8556,9089,806,0,0,0,5.003,1,155.484,12,257.999,2,270,0,196.751,11.999,1,0,0,0,1,109.491,10,138.757,4,0,47.757,4,171.486,5,131.235,5,0,0,0,12,50.748,1,0,0,0,0,0,0,0,5,126.756,1,11.999,0,0,5,131.235,0,0,1,5.003,9,129.98,0,0,109.491,0
6,13,2,8629,9089,806,0,0,0,28.494,8,217.225,12,230.746,7,270,0,105.045,39.242,6,4.754,2,9,0,19.502,4,80.241,10,0,41.493,9,206.242,10,189.739,11,0,0,0,29,16.748,2,0,0,0,5.496,1,0,0,11,67.99,4,12.246,5,26.993,13,162.739,3,4.507,6,20.742,13,173.73,0,0,19.502,5.496
6,14,1,8579,8596,810,0,0,0,0,0,138.925,14,268.203,1,270,1.796,270,1.796,1,0,0,0,0,131.049,13,110.743,5,0,90.238,7,142.118,6,159.249,4,9.119,0,0,9,37.63,2,0,0,0,0,0,0,0,5,108.946,1,1.796,0,0,4,159.249,0,0,0,0,9,91.372,0,0,131.049,0
6,14,2,9032,8596,810,0,0,5,3,1,204.271,13,267.501,2,270,0,165.714,2.497,1,0,0,1,0,62.704,12,117.462,3,0,28.753,4,182.584,6,152.533,3,32.715,0,0,11,58.65,4,0,0,0,0,0,0,0,4,114.963,1,2.497,0,0,3,152.533,1,2.502,1,0.497,10,159.833,0,0,62.704,0
6,15,1,8632,9135,809,39.052,3,0,64.521,5,154.951,10,203.716,5,86.974,0,80.974,27.217,8,0,0,0,1,50.509,5,195.008,5,0,115.743,12,104.232,12,74.983,5,3.726,0,0,2,42.497,3,0,0,0,7.501,1,3,24.05,7,147.728,6,23.219,2,3.998,6,55.98,5,22.993,6,34.265,9,58.22,0,0,50.509,7.501
6,15,2,8522,9135,809,0,0,0,9.498,4,245.742,7,270,1,270,0,270,0,0,0,0,0,0,14.748,2,85.069,3,2,23.24,4,186.741,6,184.926,3,0,0,0,21,45.25,2,0,0,0,14.756,2,0,0,3,85.069,0,0,0,0,3,184.926,1,1.751,1,1.501,7,185.238,2,12.754,1.994,2.002
6,16,1,8595,9180,808,0,0,0,38.253,3,154.99,13,270,1,270,0,270,0,0,0,0,0,0,76.734,9,147.125,5,0,88.367,8,143.113,8,122.866,5,5.121,0,0,3,38.502,3,0,0,0,0,0,0,0,5,147.125,0,0,0,0,5,122.866,1,20.999,3,17.253,9,110.352,0,0,76.734,0
6,16,2,8824,9180,808,0,0,0,17.989,6,213.494,13,251.994,6,270,0,116.81,17.996,5,0,0,0,0,38.492,7,163.803,2,0,103.3,4,151.946,4,106.194,2,4.057,0,0,22,14.746,1,0,0,0,0,0,0,0,7,145.797,5,17.996,0,0,2,106.194,5,12.492,2,3.748,6,133.688,0,0,38.492,0
6,17,NA,NA,8557,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,18,1,8632,9028,813,0,0,3,0,0,120.477,20,270,1,270,0,270,0,0,0,0,0,0,149.484,20,186.498,4,0,151.486,12,79.743,12,83.495,4,270,0,0,0,38.747,1,0,0,0,0,0,0,0,4,186.498,0,0,0,0,4,83.495,0,0,0,0,13,36.237,0,0,149.484,0
6,18,2,8522,9028,813,0,0,0,0,0,188.482,17,270,1,270,0,270,0,0,0,0,0,0,81.486,16,155.609,8,5,42.499,12,135.115,13,114.376,8,0,0,0,23,88.603,8,0,0,0,3.75,1,0,0,8,155.609,0,0,0,0,8,114.376,0,0,0,0,15,117.374,1,2.75,78.736,1
